id,word,gloss,WordStatus
665,Dothan," the law; custom",1
666,Drusilla, watered by the dew,1
667,Dumali," silence; resemblance",1
668,Dura, same as Dor,1
669,Ebal, ancient heaps,1
670,Ebed," a servant; laborer",1
671,Eben-ezer, the stone of help,1
672,Eber," one that passes; anger",1
673,Ebiasaph, a father that gathers or adds,1
674,Ebronah," passage over; being angry",1
675,Ecclesiastes, a preacher,1
676,Ed, witness,1
677,Eden," pleasure; delight",1
678,Eder, a flock,1
679,Edom, red,1
680,Edrei, a very great mass,1
681,Eglah," heifer; chariot; round",1
682,Eglaim, drops of the sea,1
683,Eglon, same as Eglah,1
684,Egypt," that troubles or oppresses; anguish",1
685,Ehud, he that praises,1
686,Eker, barren,1
687,Ekron," barrenness; torn away",1
688,Eladah, the eternity of God,1
689,Elah," an oak; a curse; perjury",1
690,Elam," a young man; a virgin; a secret",1
691,Elasah, the doings of God,1
692,Elath," a hind; strength; an oak",1
693,El-beth-el, the God of Bethel,1
694,Eldaah, knowledge of God,1
695,Eldad," favored of God; love of God",1
696,Elead, witness of God,1
697,Elealeh, burnt-offering of God,1
698,Eleazar, help of God,1
699,El-elohe-Israel, God,1
700,Eleph, learning,1
701,Elhanan, grace,1
702,Eli, the offering or lifting up,1
703,Eli, Eli,1
704,Eliab," God is my father; God is the father",1
705,Eliada, knowledge of God,1
706,Eliah, God the Lord,1
707,Eliahba, my God the Father,1
708,Eliakim, resurrection of God,1
709,Eliam, the people of God,1
710,Elias, same as Elijah,1
711,Eliasaph, the Lord increaseth,1
712,Eliashib, the God of conversion,1
713,Eliathah, thou art my God,1
714,Elidad, beloved of God,1
715,Eliel, God,1
716,Elienai, the God of my eyes,1
717,Eliezer, help,1
718,Elihoreph, god of winter,1
719,Elihu,he is my God himself,1
720,Elijah, God the Lord,1
721,Elika, pelican of God,1
722,Elim," the rams; the strong; stags",1
723,Elimelech, my God is king,1
724,Elioenai," toward him are mine eyes; or to him are my fountains",1
725,Eliphal, a miracle of God,1
726,Eliphalet, the God of deliverance,1
727,Eliphaz, the endeavor of God,1
728,Elisabeth, Elizabeth,1
729,Elisha, salvation of God,1
730,Elishah," it is God; the lamb of God: God that gives help",1
731,Elishama, God hearing,1
732,Elishaphat, my God judgeth,1
733,Elisheba, same as Elisabeth,1
734,Elishua, God is my salvation,1
735,Eliud, God is my praise,1
736,Elizur," God is my strength; my rock; rock of God",1
737,Elkanah," God the zealous; the zeal of God",1
738,Elkeshai, hardiness or rigor of God,1
739,Ellasar, revolting from God,1
740,Elkoshite, a man of Elkeshai,1
741,Elmodam, the God of measure,1
742,Elnathan," God hath given; the gift of God",1
743,Elohi, Elohim,1
744,Elon," oak; grove; strong",1
745,Elon-beth-hanan, the house of grace or mercy,1
746,Elpalet, same as Eliphalet,1
747,Eltekeh, of grace or mercy,1
748,Elteketh, the case of God,1
749,Eltolad, the generation of God,1
750,Elul, cry or outcry,1
751,Eluzai, God is my strength,1
752,Elymas, a magician,1
753,Elzabad, the dowry of God,1
754,Elzaphan, God of the northeast wind,1
755,Emims," fears; terrors; formidable; people",1
756,Emmanuel, God with us,1
757,Emmaus, people despised or obscure,1
758,Emmor, an ass,1
759,Enam, fountain,1
760,Enan, cloud,1
761,En-dor, fountain,1
762,Eneas, laudable,1
763,En-eglaim, eye,1
764,En-gannim, eye,1
765,En-gedi, eye,1
766,En-haddah," quick sight; well of gladness",1
767,En-hakkore, fountain of him that called or prayed,1
768,En-hazor, the grass of the well,1
769,En-mishpat, fountain of judgment,1
770,Enoch," dedicated; disciplined",1
771,Enon," cloud; mass of darkness; fountain; eye",1
772,Enos," mortal man; sick; despaired of; forgetful",1
773,En-rimmon, well of weight,1
774,En-shemesh, fountain,1
775,En-tappuah, fountain of an apple,1
776,Epaphras, covered with foam,1
777,Epaphroditus," agreeable; handsome",1
778,Epenetus," laudable; worthy of praise",1
779,Ephah," weary; tired",1
780,Epher," dust; lead",1
781,Ephes-dammim, effusion of blood,1
782,Ephesus, desirable,1
783,Eph-lal," judging; praying",1
784,Ephphatha, be opened,1
785,Ephraim," fruitful; increasing",1
786,Ephratah, Ephrath,1
787,Ephron, dust,1
788,Epicurean, follower of Epicurus,1
789,Er, watchman,1
790,Eran, follower,1
791,Erastus, lovely,1
792,Eri, my city,1
793,Esaias, same as Isaiah,1
794,Esar-haddon," that closes the point; joy; cheerfulness",1
795,Esau, he that acts or finishes,1
796,Esek, contention,1
797,Esh-baal, the fire of the idol,1
798,Esh-ban, fire of the sun,1
799,Eshcol, bunch of grapes,1
800,Eshean, held up,1
801,Eshek, violence,1
802,Eshkalon, same as Askelon,1
803,Eshtaol, a strong woman,1
804,Eshtemoa, the bosom of a woman,1
805,Esli," near me; he who separates",1
806,Esmachiah, joined to the Lord,1
807,Esrom," dart of joy; division of a song",1
808,Esther," secret; hidden",1
809,Etam, their bird,1
810,Etham," their strength; their sign",1
811,Ethan," strong; the gift of the island",1
812,Ethanim," strong; valiant",1
813,Ethbaal, toward the idol,1
814,Ether, talk,1
815,Ethiopia," blackness; heat",1
816,Ethnan, gift,1
817,Ethni, strong,1
818,Eubulus," prudent; good counselor",1
819,Eunice, good victory,1
820,Euodias, sweet scent,1
821,Euphrates, that makes fruitful,1
822,Eutychus," happy; fortunate",1
823,Eve," living; enlivening",1
824,Evi, unjust,1
825,Evil-merodach," the fool of Merodach; the fool grinds bitterly",1
826,Exodus, going out,1
827,Ezbon, hastening to understand,1
828,Ezekiel, the strength of God,1
829,Ezel," going abroad; walk",1
830,Ezem, a bone,1
831,Ezer, a help,1
832,Ezion-geber, the wood of the man,1
833,Ezra," help; court",1
834,Ezri, my help,1
835,Felix, happy,1
836,Festus, festive,1
837,Fortunatus, lucky,1
838,Gaal," contempt; abomination",1
839,Gaash," tempest; commotion",1
840,Gabbai, the back,1
841,Gabbatha," high; elevated",1
842,Gabriel, God is my strength,1
843,Gad," a band; a troop",1
844,Gadarenes, men of Gadara,1
845,Gaddi," my troop; a kid",1
846,Gaddiel," goat of God; the Lord my happiness",1
847,Gaius," lord; an earthly man",1
848,Galal, a roll,1
849,Galatia," white; the color of milk",1
850,Galeed, the heap of witness,1
851,Galilee," wheel; revolution",1
852,Gallim," who heap up; who cover",1
853,Gallio, who sucks,1
854,Gamaliel," recompense of God; camel of God",1
855,Gammadims, dwarfs,1
856,Gamul, a recompense,1
857,Gareb, a scab,1
858,Garmites, men of Garmi,1
859,Gatam," their lowing; their touch",1
860,Gath, a wine-press,1
861,Gath-rimmon, the high wine-press,1
862,Gaza," strong; a goat",1
863,Gazabar, a treasurer,1
864,Gazer," a dividing; a sentence",1
865,Gazez, a passing over,1
866,Gazzam, the fleece of them,1
867,Geba," a hill; cup",1
868,Gebal," bound; limit",1
869,Geber, manly,1
870,Gebim," grasshoppers; height",1
871,Gedaliah, God is my greatness,1
872,Geder, Gederah,1
873,Gederothaim, hedges,1
874,Gehazi, valley of sight,1
875,Geliloth, rolling,1
876,Gemalli," wares; a camel",1
877,Gemariah, accomplishment or perfection of the Lord,1
878,Gennesaret, garden of the prince,1
879,Genesis, beginning,1
880,Genubath," theft; robbery",1
881,Gera, pilgrimage,1
882,Gerar, same as Gera,1
883,Gergesenes, those who come from pilgrimage or fight,1
884,Gerizim, cutters,1
885,Gershom, a stranger here,1
886,Gershon," his banishment; the change of pilgrimage",1
887,Geshur, Geshuri,1
888,Gether, the vale of trial or searching,1
889,Gethsemane, a very fat or plentiful vale,1
890,Gezer, dividing,1
891,Giah," to guide; draw out; produce; a groan or sigh",1
892,Gibbar, strong,1
893,Gibbethon," a back; a high house",1
894,Gibeah, a hill,1
895,Gibeon," hill; cup; thing lifted up",1
896,Giddel, great,1
897,Gideon," he that bruises or breaks; a destroyer",1
898,Gideoni, same as Gideon,1
899,Gihon, valley of grace,1
900,Gilalai, a wheel,1
901,Gilboa, revolution of inquiry,1
902,Gilead, the heap or mass of testimony,1
903,Gilgal," wheel; rolling; heap",1
904,Giloh," he that rejoices; he that overturns",1
905,Gimzo, that bulrush,1
906,Ginath, Ginnetho,1
907,Girgashite, who arrives from pilgrimage,1
908,Gispa, coming hither,1
909,Gittah-hepher," digging; a wine-press",1
910,Gittaim, a wine-press,1
911,Gittites, men of Gath,1
912,Goath," his touching; his roaring",1
913,Gob," cistern; grasshopper",1
914,Gog," roof; covering",1
915,Golan," passage; revolution",1
916,Golgotha," a heap of skulls; something skull-shaped",1
917,Goliath," passage; revolution; heap",1
918,Gomer," to finish; complete",1
919,Gomorrah, rebellious people,1
920,Goshen," approaching; drawing near",1
921,Gozan," fleece; pasture; who nourisheth the body",1
922,Gudgodah, happiness,1
923,Guni," a garden; a covering",1
924,Gur," the young of a beast; a whelp",1
925,Haahashtari, a runner,1
926,Habaiah, the hiding of the Lord,1
927,Habakkuk," he that embraces; a wrestler",1
928,Habazinaiah, a hiding of the shield of the Lord,1
929,Habor," a partaker; a companion",1
930,Hachaliah, who waits for the Lord,1
931,Hachilah, my hope is in her,1
932,Hachmoni, a wise man,1
933,Hadad," joy; noise; clamor",1
934,Hadadezer, beauty of assistance,1
935,Hadadrimmon, invocation to the god Rimmon,1
936,Hadar," power; greatness",1
937,Hadarezer, same as Hadadezer,1
938,Hadashah," news; a month",1
939,Hadassah," a myrtle; joy",1
940,Hadlai," loitering; hindering",1
941,Hadoram," their beauty; their power",1
942,Hadrach," point; joy of tenderness",1
943,Hagab, Hagabah,1
944,Hagar," a stranger; one that fears",1
945,Haggai," feast; solemnity",1
946,Haggeri, Haggi,1
947,Haggith, rejoicing,1
948,Hakkatan, little,1
949,Hakkoz," a thorn; summer; an end",1
950,Hakupha, a commandment of the mouth,1
951,Halah, a moist table,1
952,Halak, part,1
953,Halhul," grief; looking for grief",1
954,Hali," sickness; a beginning; a precious stone",1
955,Hallelujah, praise the Lord,1
956,Halloesh," saying nothing; an enchanter",1
957,Ham," hot; heat; brown",1
958,Haman," noise; tumult",1
959,Hamath," anger; heat; a wall",1
960,Hamath-zobah, the heat,1
961,Hammedatha, he that troubles the law,1
962,Hammelech," a king; a counselor",1
963,Hammon," heat; the sun",1
964,Hamonah," his multitude; his uproar",1
965,Hamon-gog, the multitude of Gog,1
966,Hamor," an ass; clay; dirt",1
967,Hamoth, indignation,1
968,Hamul," godly; merciful",1
969,Hamutal, the shadow of his heat,1
970,Hanameel," the grace that comes from God; gift of God",1
971,Hanan, full of grace,1
972,Hananeel, grace,1
973,Hanani," my grace; my mercy",1
974,Hananiah," grace; mercy; gift of the Lord",1
975,Hanes, banishment of grace,1
976,Haniel, the gift of God,1
977,Hannah," gracious; merciful; he that gives",1
978,Hannathon, the gift of grace,1
979,Hanniel, grace or mercy of God,1
980,Hanoch, dedicated,1
981,Hanun," gracious; merciful",1
982,Hapharaim," searching; digging",1
983,Hara," a hill; showing forth",1
984,Haradah, well of great fear,1
985,Haran, mountainous country,1
986,Harran, see Charran,1
987,Harbonah," his destruction; his sword",1
988,Hareph," winter; reproach",1
989,Harhas," anger; heat of confidence",1
990,Harhaiah, heat,1
991,Harhur, made warm,1
992,Harim," destroyed; dedicated to God",1
993,Harnepher," the anger of a bull; increasing heat",1
994,Harod," astonishment; fear",1
995,Harosheth," a forest; agriculture; workmanship; deafness; silence",1
996,Harsha," workmanship; a wood",1
997,Harum," high; throwing down",1
998,Harumaph, destruction,1
999,Haruphite," slender; sharp",1
1000,Haruz, careful,1
1001,Hasadiah, the mercy of the Lord,1
1002,Hashabiah, the estimation of the Lord,1
1003,Hashabnah, Hashabniah,1
1004,Hashem," named; a putting to",1
1005,Hashub," esteemed; numbered",1
1006,Hashubah," estimation; thought",1
1007,Hashum," silence; their hasting",1
1008,Hashupha," spent; made base",1
1009,Hasrah, wanting,1
1010,Hatach, he that strikes,1
1011,Hathath, fear,1
1012,Hatita, a bending of sin,1
1013,Hattil, howling for sin,1
1014,Hattipha, robbery,1
1015,Hattush, forsaking sin,1
1016,Hauran," a hole; liberty; whiteness",1
1017,Havilah," that suffers pain; that brings forth",1
1018,Havoth-jair, the villages that enlighten,1
1019,Hazael, that sees God,1
1020,Hazaiah, seeing the Lord,1
1021,Hazar-addar, an imprisoned generation,1
1022,Hazarenan, imprisoned cloud,1
1023,Hazargaddah, imprisoned band,1
1024,Hazar-hatticon," middle village; preparation",1
1025,Hazarmaveth, dwelling of death,1
1026,Hazar-susah, or susim,1
1027,Hazelelponi, sorrow of countenance,1
1028,Hazeroth," villages; palaces",1
1029,Hazezon-tamar, drawing near to bitterness,1
1030,Hazo," seeing; prophesying",1
1031,Hazor," court; hay",1
1032,Heber," one that passes; anger",1
1033,Hebrews, descendants of Heber,1
1034,Hebron," society; friendship",1
1035,Hegai, or Hege,1
1036,Helam," their army; their trouble",1
1037,Helbah, Helbon,1
1038,Heldai, Heleb,1
1039,Helek," part; portion",1
1040,Helem," dreaming; healing",1
1041,Heleph," changing; passing over",1
1042,Helez," armed; set free",1
1043,Heli," ascending; climbing up",1
1044,Helkai, same as Helek,1
1045,Helkath-hazzurim, the field of strong men,1
1046,Helon," window; grief",1
1047,Heman," their trouble; tumult; much; in great number",1
1048,Hen," grace; quiet; rest",1
1049,Hena, troubling,1
1050,Henadad, grace of the beloved,1
1051,Henoch, same as Enoch,1
1052,Hepher, a digger,1
1053,Hephzibah, my delight is in her,1
1054,Heres," the son; an earthen pot",1
1055,Heresh, a carpenter,1
1056,Hermas, Hermes,1
1057,Hermogenes, begotten of Mercury,1
1058,Hermon," anathema; devoted to destruction",1
1059,Herod, son of a hero,1
1060,Herodion, the song of Juno,1
1061,Heshbon," invention; industry",1
1062,Heshmon, a hasty messenger,1
1063,Heth," trembling; fear",1
1064,Hethlon, a fearful dwelling,1
1065,Hezekiah, strength of the Lord,1
1066,Hezer, Hezir,1
1067,Hezrai, an entry or vestibule,1
1068,Hezron," the dart of joy; the division of the song",1
1069,Hiddai," a praise; a cry",1
1070,Hiel," God lives; the life of God",1
1071,Hierapolis, holy city,1
1072,Higgaion," meditation; consideration",1
1073,Hilen," a window; grief",1
1074,Hilkiah, God is my portion,1
1075,Hillel, he that praises,1
1076,Hinnom," there they are; their riches",1
1077,Hirah," liberty; anger",1
1078,Hiram," exaltation of life; a destroyer",1
1079,Hittite," one who is broken; who fears",1
1080,Hivites," wicked; wickedness",1
1081,Hizkijah, the strength of the Lord,1
1082,Hobab," favored; beloved",1
1083,Hobah," love; friendship; secrecy",1
1084,Hod," praise; confession",1
1085,Hodaiah, the praise of the Lord,1
1086,Hodaviah, Hodiah,1
1087,Hodesh," a table; news",1
1088,Hoglah, his festival or dance,1
1089,Hoham, woe to them,1
1090,Holon," a window; grief",1
1091,Homam, making an uproar,1
1092,Hophin," he that covers; my fist",1
1093,Hor, who conceives,1
1094,Horam, their hill,1
1095,Horeb," desert; solitude; destruction",1
1096,Horem, an offering dedicated to God,1
1097,Hor-hagidgad, the hill of felicity,1
1098,Hori," a prince; freeborn",1
1099,Horims," princes; being angry",1
1100,Hormah," devoted or consecrated to God; utter destruction",1
1101,Horonaim," angers; ragings",1
1102,Horonites, men of anger,1
1103,Hosah, trusting,1
1104,Hosanna," save I pray thee; keep; preserve",1
1105,Hosea, Hoshea,1
1106,Hoshaiah, the salvation of the Lord,1
1107,Hoshama," heard; he obeys",1
1108,Hotham, a seal,1
1109,Hothir," excelling; remaining",1
1110,Hukkok," engraver; scribe; lawyer",1
1111,Hul," pain; infirmity",1
1112,Huldah, the world,1
1113,Hupham," their chamber; their bank",1
1114,Huppim," a chamber covered; the sea-shore",1
1115,Hur," liberty; whiteness; hole",1
1116,Huram," their liberty; their whiteness; their hole",1
1117,Huri," being angry; or same as Huram",1
1118,Hushah," hasting; holding peace",1
1119,Hushai," their haste; their sensuality; their silence",1
1120,Hushathite, Hushim,1
1121,Huz," counsel; woods; fastened",1
1122,Huzoth," streets; populous",1
1123,Huzzab, molten,1
1124,Hymeneus," nuptial; the god of marriage",1
1125,Ibhar," election; he that is chosen",1
1126,Ibleam," ancient people; people decreasing",1
1127,Ibneiah, Ibniah,1
1128,Ibri," passing over; being angry; being with young",1
1129,Ibzan," father of a target; father of coldness",1
1130,Ichabod, where is the glory? or,1
1131,Iconium, coming,1
1132,Idalah, the hand of slander,1
1133,Idbash," flowing with honey; the land of destruction",1
1134,Iddo," his band; power; praise",1
1135,Idumea," red; earthy; bloody",1
1136,Igal," redeemed; defiled",1
1137,Igeal," a redeemer; redeemed; defiled",1
1138,Igdaliah, the greatness of the Lord,1
1139,Iim, heaps of Hebrews,1
1140,Ije-abarim, heaps of Hebrews,1
1141,Ijon," look; eye; fountain",1
1142,Ikkesh," forward; wicked",1
1143,Illyricum," joy; rejoicing",1
1144,Imlah," plentitude; circumcision",1
1145,Immanuel, God with us,1
1146,Immer," saying; speaking; a lamb",1
1147,Imnah, same as Jimnah,1
1148,Imrah," a rebel; waxing bitter; changing",1
1149,Imri," speaking; exalting; bitter; a lamb",1
1150,India," praise; law",1
1151,Iphedeiah, redemption of the Lord,1
1152,Ir," watchman; city; vision",1
1153,Ira," watchman; making bare; pouring out",1
1154,Irad," wild ass; heap of empire; dragon",1
1155,Iram," the effusion of them; a high heap",1
1156,Iri," fire; light",1
1157,Irijah, the fear of the Lord,1
1158,Irpeel, the health,1
1159,Irshemesh, a city of bondage,1
1160,Isaac, laughter,1
1161,Isaiah, the salvation of the Lord,1
1162,Iscah, he that anoints,1
1163,Iscariot," a man of murder; a hireling",1
1164,Ishbak, who is empty or exhausted,1
1165,Ishbi-benob," respiration; conversion; taking captive",1
1166,Ishbosheth, a man of shame,1
1167,Ishi, salvation,1
1168,Ishiah, it is the Lord,1
1169,Ishma," named; marveling; desolation",1
1170,Ishmael, God that hears,1
1171,Ishmaiah, hearing or obeying the Lord,1
1172,Ishmerai, keeper,1
1173,Ishod, a comely man,1
1174,Ish-pan," hid; broken in two",1
1175,Ish-tob, good man,1
1176,Ishua," plainness; equal",1
1177,Ishmachiah, cleaving to the Lord,1
1178,Ispah, a jasper stone,1
1179,Israel, who prevails with God,1
1180,Issachar," reward; recompense",1
1181,Isui, same as Ishuah,1
1182,Ithai," strong; my sign; a plowshare",1
1183,Italy, abounding with calves or heifers,1
1184,Ithamar, island of the palm-tree,1
1185,Ithiel, sign,1
1186,Ithmah, an orphan,1
1187,Ithran," remaining; searching out diligently",1
1188,Ithream, excellence of the people,1
1189,Ittah-kazin, hour,1
1190,Iturea," guarded; mountainous",1
1191,Ivah, iniquity,1
1192,Izehar, Izhar,1
1193,Izrahiah," the Lord ariseth; the clearness of the Lord",1
1194,Izri," fasting; tribulation",1
1195,Jaakan," tribulation; labor",1
1196,Jaakobah," supplanter; deceiver; the heel",1
1197,Jaala," ascending; a little doe or goat",1
1198,Jaalam," hidden; young man; heir",1
1199,Jaanai," answering; afflicting; making poor",1
1200,Jaasau," doing; my doing",1
1201,Jaazaniah, whom the Lord will hear,1
1202,Jaazah, Jaazar,1
1203,Jaaziah, Jaaziel,1
1204,Jabal, which glides away,1
1205,Jabbok," evacuation; dissipation; wrestling",1
1206,Jabesh," dryness; confusion; shame",1
1207,Jabez," sorrow; trouble",1
1208,Jabin, Jabneh,1
1209,Jabneel, building of God,1
1210,Jachan," wearing out; oppressing",1
1211,Jachin, he that strengthens and makes steadfast,1
1212,Jacob, that supplants,1
1213,Jada, knowing,1
1214,Jadau," his hand; his confession",1
1215,Jaddua, known,1
1216,Jael," he that ascends; a kid",1
1217,Jagur," husbandman; stranger",1
1218,Jah, the everlasting,1
1219,Jahaleel," praising God; light of God",1
1220,Jahath," broken in pieces; descending",1
1221,Jahaz, Jahazah,1
1222,Jahaziah, the vision of the Lord,1
1223,Jahaziel, seeing God,1
1224,Jahdiel, the unity,1
1225,Jahdo," I alone; his joy; his sharpness of wit; his newness",1
1226,Jahleel, waiting for,1
1227,Jahmai," warm; making warm",1
1228,Jahzeel, God hasteth,1
1229,Jair, Jairus,1
1230,Jakan, same as Achan,1
1231,Jakim," rising; confirming; establishing",1
1232,Jalon," tarrying; murmuring",1
1233,Jambres," poverty; bitter; a rebel",1
1234,James, same as Jacob,1
1235,Jamin," right hand; south wind",1
1236,Jamlech," reigning; asking counsel",1
1237,Janna, Jannes,1
1238,Janoah, Janohah,1
1239,Janum, sleeping,1
1240,Japhet," enlarged; fair; persuading",1
1241,Japhia," enlightening; appearing",1
1242,Japhlet, Japhleti,1
1243,Japho," fairness; comeliness",1
1244,Jarah," a wood; honeycomb; watching closely",1
1245,Jareb, a revenger,1
1246,Jared," a ruling; commanding; coming down",1
1247,Jaresiah," the bed of the Lord; the Lord hath taken away; poverty",1
1248,Jarib," fighting; chiding; multiplying; avenging",1
1249,Jarmuth, fearing,1
1250,Jarvah, breathing,1
1251,Jashem, Jashen,1
1252,Jasher," righteous; upright",1
1253,Jashobeam," the people sitting; or captivity of the people",1
1254,Jashub," a returning; a controversy; a dwelling place",1
1255,Jasiel, the strength of God,1
1256,Jason, he that cures,1
1257,Jathniel, gift of God,1
1258,Jattir," a remnant; excellent",1
1259,Javan," deceiver; one who makes sad",1
1260,Jazeel, strength of God,1
1261,Jazer," assistance; helper",1
1262,Jaziz," brightness; departing",1
1263,Jearim," a leap; woods",1
1264,Jeaterai, searching out,1
1265,Jeberechiah, speaking well of,1
1266,Jebus," treading under foot; manger",1
1267,Jebusi," trodden under foot; mangers",1
1268,Jecamiah, resurrection,1
1269,Jecoliah, perfection,1
1270,Jeconiah, preparation,1
1271,Jedaiah," the hand of the Lord; confessing the Lord",1
1272,Jedeiah," one Lord; the joy of the Lord",1
1273,Jediael, the science,1
1274,Jedidah," well beloved; amiable",1
1275,Jedidiah, beloved of the Lord,1
1276,Jediel, the knowledge,1
1277,Jeduthun," his law; giving praise",1
1278,Jeezer, island of help,1
1279,Jegar-sahadutha, heap of witness,1
1280,Jehaleleel, Jehalelel,1
1281,Jehaziel, same as Jahaziel,1
1282,Jehdeiah, joy together,1
1283,Jeheiel, God liveth,1
1284,Jehezekel, strength of God,1
1285,Jehiah, the Lord liveth,1
1286,Jehiskiah, the strength,1
1287,Jehoadah," passing over; testimony of the Lord",1
1288,Jehoaddan, pleasure,1
1289,Jehoahaz, possession of the Lord,1
1290,Jehoash, fire of the Lord,1
1291,Jehohanan, grace,1
1292,Jehoiachin, preparation,1
1293,Jehoiada, knowledge of the Lord,1
1294,Jehoiakim, avenging,1
1295,Jehoiarib, fighting,1
1296,Jehonadab, Jonadab,1
1297,Jehonathan," gift of the Lord; gift of a dove",1
1298,Jehoram, exaltation of the Lord,1
1299,Jehoshaphat, the Lord is judge,1
1300,Jehosheba, fullness,1
1301,Jehoshua, same as Joshua,1
1302,Jehovah, self-subsisting,1
1303,Jehovah-jireh, the Lord will provide,1
1304,Jehovah-nissi, the Lord my banner,1
1305,Jehovah-shalom, the Lord send peace,1
1306,Jehovah-shammah, the Lord is there,1
1307,Jehovah-tsidkenu, the Lord our righteousness,1
1308,Jehozadak, justice of the Lord,1
1309,Jehu, himself who exists,1
1310,Jehubbah, hiding,1
1311,Jehucal," mighty; perfect; wasted",1
1312,Jehud, Jehudi,1
1313,Jehudijah, the praise of the Lord,1
1314,Jehush," keeping counsel; fastened",1
1315,Jekabzeel, the congregation of God,1
1316,Jekamean, the people shall arise,1
1317,Jekamiah, establishing,1
1318,Jekuthiel, hope,1
1319,Jemima, handsome as the day,1
1320,Jephunneh, he that beholds,1
1321,Jerah," the moon; month; smelling sweet",1
1322,Jerahmeel, the mercy,1
1323,Jered," ruling; coming down",1
1324,Jeremai," my height; throwing forth waters",1
1325,Jeremiah, exaltation of the Lord,1
1326,Jeremoth," eminences; one that fears death",1
1327,Jeriah, fear,1
1328,Jerebai," fighting; chiding; multiplying",1
1329,Jericho," his moon; his month; his sweet smell",1
1330,Jeriel, fear,1
1331,Jerijah, same as Jeriah,1
1332,Jerimoth, he that fears or rejects death,1
1333,Jerioth," kettles; breaking asunder",1
1334,Jeroboam, he that opposes the people,1
1335,Jeroham," high; merciful; beloved",1
1336,Jerubbaal, he that defends Baal,1
